K,Silhouette,CH_Index,DB_Index
2,0.5754609748080718,467.5190782869272,1.2743170729883848
3,0.5561231405370431,381.3499737604796,0.8665974137728306
4,0.4240579537992332,345.82694786082914,1.140486519976803
5,0.40679226547522257,339.48729136550037,1.1662987566089078
6,0.4001654553099223,331.8015735552507,1.1701356649218242
7,0.4037255436541957,338.049770866226,1.0382205197466225
8,0.3476336865987819,329.2052291492458,1.1258967340706452
9,0.4430451144373026,330.7777101008616,0.9986691082657343
10,0.3593426951245522,336.2740276211773,0.9228658071567566
